seq_name,fold
YIN0_YEAST,1
G3P1_YEAST,0
RM41_YEAST,2
CLC1_YEAST,1
ERS1_YEAST,-1
KHS1_YEAST,2
TOR2_YEAST,0
VP45_YEAST,2
SWI5_YEAST,2
BLH1_YEAST,-1
SC65_YEAST,0
YJ12_YEAST,1
DNLI_YEAST,-1
ACT2_YEAST,1
SC72_YEAST,2
AMPM_YEAST,-1
MYS1_YEAST,0
IF2A_YEAST,1
RS28_YEAST,2
EF1A_YEAST,-1
RPC3_YEAST,0
YCK1_YEAST,0
ENO1_YEAST,0
PMP2_YEAST,1
CSE1_YEAST,1
ADH4_YEAST,1
H2B1_YEAST,2
YHY0_YEAST,-1
CATA_YEAST,0
SYAC_YEAST,2
END1_YEAST,1
DHSB_YEAST,-1
IRA2_YEAST,2
VATX_YEAST,2
TCTP_YEAST,-1
NIP1_YEAST,0
YAG3_YEAST,2
MSH3_YEAST,-1
KAPB_YEAST,1
SRB2_YEAST,0
TCPZ_YEAST,2
YP51_YEAST,-1
PMS1_YEAST,1
RLUB_YEAST,0
RPC6_YEAST,2
S61G_YEAST,-1
PRCG_YEAST,1
EFTU_YEAST,0
RAD2_YEAST,-1
RFT1_YEAST,0
CC6_YEAST,1
YAB9_YEAST,2
SYKC_YEAST,2
SON1_YEAST,-1
EF1A_YEAST,-1
CAD1_YEAST,0
MIG1_YEAST,1
UBIQ_YEAST,0
SS10_YEAST,-1
ARD1_YEAST,1
CC48_YEAST,2
HEM2_YEAST,-1
YHU0_YEAST,-1
COXA_YEAST,1
YCR3_YEAST,0
SNF2_YEAST,2
ABF2_YEAST,2
R26A_YEAST,0
USO1_YEAST,0
SC22_YEAST,1
IDH2_YEAST,-1
DA82_YEAST,-1
RAS1_YEAST,1
YCQ7_YEAST,1
RAD3_YEAST,0
YCG9_YEAST,0
RM44_YEAST,0
GAR1_YEAST,1
TOA1_YEAST,2
DYR_YEAST,2
YB52_YEAST,-1
ISP6_YEAST,1
MSH4_YEAST,0
YMC2_YEAST,2
RMR3_YEAST,-1
MAS6_YEAST,0
RS3A_YEAST,-1
GR78_YEAST,2
VATD_YEAST,-1
CAP_YEAST,0
CC42_YEAST,1
HEMZ_YEAST,1
RPC9_YEAST,1
YB8E_YEAST,2
MYS2_YEAST,2
IATP_YEAST,-1
KCC2_YEAST,-1
SP14_YEAST,2
SWI6_YEAST,-1
RM49_YEAST,0
NOT1_YEAST,0
PES4_YEAST,1
RL3B_YEAST,0
COT1_YEAST,1
RA50_YEAST,2
EGD1_YEAST,-1
FPPS_YEAST,1
SLP1_YEAST,2
DCUP_YEAST,-1
CBS2_YEAST,2
INV1_YEAST,0
COXE_YEAST,-1
PR21_YEAST,0
CY1_YEAST,0
YCV1_YEAST,1
YCFI_YEAST,2
SPT4_YEAST,1
SYG_YEAST,0
UBA1_YEAST,1
PTP2_YEAST,2
CYPD_YEAST,-1
SYKM_YEAST,1
ADT2_YEAST,2
CBF1_YEAST,2
NUC1_YEAST,-1
YEA6_YEAST,-1
RPB9_YEAST,-1
TBA3_YEAST,-1
TRPF_YEAST,0
VATC_YEAST,0
HXKB_YEAST,1
RL35_YEAST,2
IF4A_YEAST,-1
YN70_YEAST,1
YAB8_YEAST,2
IF1A_YEAST,0
UBP3_YEAST,1
FHL1_YEAST,0
MSS1_YEAST,0
ACO1_YEAST,2
TPM1_YEAST,2
R16B_YEAST,-1
RT28_YEAST,1
MRS3_YEAST,2
TYE7_YEAST,1
TFB1_YEAST,2
YIF2_YEAST,0
THRC_YEAST,1
YHE0_YEAST,0
MANA_YEAST,2
MSN4_YEAST,-1
RS22_YEAST,-1
MDHM_YEAST,-1
ADA3_YEAST,0
METE_YEAST,0
SLU7_YEAST,1
TP20_YEAST,1
SSO1_YEAST,1
LEU3_YEAST,2
SC21_YEAST,-1
MAK3_YEAST,0
ST20_YEAST,1
CARP_YEAST,1
CACM_YEAST,0
YJ90_YEAST,2
BET1_YEAST,-1
RS3_YEAST,2
MD10_YEAST,1
IF51_YEAST,-1
PDR5_YEAST,0
PYC1_YEAST,0
RAD9_YEAST,2
SC25_YEAST,1
COX4_YEAST,2
CYP1_YEAST,-1
ATC3_YEAST,2
UCR8_YEAST,-1
HCM1_YEAST,0
PGD1_YEAST,1
YAF1_YEAST,2
TEC1_YEAST,-1
RRN6_YEAST,0
SYMM_YEAST,0
RM16_YEAST,1
RPD3_YEAST,1
PTSR_YEAST,1
NHPA_YEAST,2
YMC4_YEAST,2
DPOA_YEAST,-1
H4_YEAST,0
SMI1_YEAST,1
SEC7_YEAST,-1
SC18_YEAST,2
RS3B_YEAST,-1
PH80_YEAST,2
COXZ_YEAST,-1
CC23_YEAST,-1
SC12_YEAST,0
ALG1_YEAST,1
R272_YEAST,0
CB33_YEAST,0
GOG5_YEAST,2
ERG1_YEAST,1
MTA1_YEAST,1
HAL1_YEAST,1
MASY_YEAST,2
SCA1_YEAST,2
SHM1_YEAST,0
SYR_YEAST,1
SPT3_YEAST,-1
AP17_YEAST,2
ODP2_YEAST,2
ARO1_YEAST,-1
ACR1_YEAST,-1
SSD1_YEAST,0
SC59_YEAST,2
KEX2_YEAST,-1
GBA1_YEAST,1
P2B1_YEAST,2
K6P2_YEAST,-1
CYPB_YEAST,2
PLB1_YEAST,0
SED1_YEAST,1
RA23_YEAST,0
GAL1_YEAST,0
YINO_YEAST,-1
ERG3_YEAST,-1
R271_YEAST,1
TOP2_YEAST,1
IF2M_YEAST,0
ZIP1_YEAST,2
PPCK_YEAST,2
DPM1_YEAST,0
RL9_YEAST,-1
COXG_YEAST,1
RLUB_YEAST,0
IPB2_YEAST,1
HEM6_YEAST,2
NUP1_YEAST,-1
YBC6_YEAST,0
EFG1_YEAST,2
RS31_YEAST,-1
RS4E_YEAST,0
YCY8_YEAST,0
SKO1_YEAST,1
COX3_YEAST,-1
AGA1_YEAST,2
PPA3_YEAST,-1
KRE9_YEAST,0
YKN4_YEAST,0
YB91_YEAST,1
BCS1_YEAST,1
YAF3_YEAST,-1
RAS2_YEAST,1
MDS1_YEAST,2
YAP3_YEAST,0
PHO4_YEAST,-1
CCHL_YEAST,2
ACON_YEAST,-1
FET3_YEAST,2
MR11_YEAST,0
UGS1_YEAST,2
TSL1_YEAST,-1
PEM1_YEAST,-1
PR04_YEAST,1
C1TC_YEAST,0
MSP1_YEAST,0
SPT5_YEAST,2
PR16_YEAST,-1
SRP1_YEAST,1
MDM1_YEAST,1
YIB3_YEAST,0
NIN1_YEAST,2
RPC5_YEAST,0
CALB_YEAST,-1
RL19_YEAST,0
RNC1_YEAST,1
KSS1_YEAST,2
SFL1_YEAST,-1
ITR2_YEAST,1
PUB1_YEAST,1
PEP3_YEAST,-1
DA81_YEAST,0
PUR4_YEAST,2
VATL_YEAST,0
ILV5_YEAST,1
SSO2_YEAST,2
DUR3_YEAST,1
RPC8_YEAST,1
SUP1_YEAST,-1
GSP1_YEAST,2
DPO2_YEAST,-1
YHR0_YEAST,2
GAL8_YEAST,0
PGM1_YEAST,0
RMAR_YEAST,2
CC10_YEAST,1
UCR9_YEAST,-1
SNF3_YEAST,-1
YCK2_YEAST,2
BAR1_YEAST,1
FU34_YEAST,0
G3P2_YEAST,-1
INO4_YEAST,1
CBS1_YEAST,0
DHSA_YEAST,1
SIR1_YEAST,2
SNQ2_YEAST,1
TRPD_YEAST,0
PUT2_YEAST,2
YKM9_YEAST,1
SNF6_YEAST,-1
